cegme	training	ashton kutcher	I couldn't image ██████████████ in a serious role, but his performance truly
brandonsness	validation	Adam Sandler	A friend of mine bought this film for £1, and even then it was grossly overpriced. Despite featuring big names such as ████████████, Billy Bob Thornton and the incredibly talented Burt Young, this film was about as funny as taking a chisel and hammering it straight through your earhole. It uses tired, bottom of the barrel comedic techniques - consistently breaking the fourth wall as Sandler talks to the audience, and seemingly pointless montages of 'hot girls'.<br /><br />Adam Sandler plays a waiter on a cruise ship who wants to make it as a successful comedian in order to become successful with women. When the ship's resident comedian - the shamelessly named 'Dickie' due to his unfathomable success with the opposite gender - is presumed lost at sea, Sandler's character Shecker gets his big break. Dickie is not dead, he's rather locked in the bathroom, presumably sea sick.<br /><br />Perhaps from his mouth he just vomited the worst film of all time.
brandonsness	validation	Marian Davies	Exquisite comedy starring █████████████ (with the affable William Haines). Young Peggy arrives in Hollywood seeking stardom. Cameo performances showcase "all the stars in MGM's heaven" in the famous commissary scene, plus lots of vintage film making detail for the scholar. Pic also captures for posterity Davies' famous, wickedly sarcastic impersonations of the top stars of the day (her Swanson is a beaut!).<br /><br />"Peggy," even catches herself as she encounters the famous star Marian Davies at tennis, turns up her nose and comments, "Ohh, I don't like her!"<br /><br />My print was perfect. Story, direction, acting an authentic charm and a must for all silent afficinados.
brandonsness	validation	Ned Kelly	I have seen the trailer for this movie several times over, and I have to say that █████████ looks like it is going to be a wonderful film. When I saw the trailer for the first time, I could not take my eyes away from it (it got my attention for sure). Heath Ledger sticks to what he knows and what works for him, period pieces. Not to mention Orlando Bloom ,who is seen for a split second looks fantastic. I think that this movie will be a hit, and will be seen over and over again my many people.
brandonsness	validation	Heath Ledger	I have seen the trailer for this movie several times over, and I have to say that Ned Kelly looks like it is going to be a wonderful film. When I saw the trailer for the first time, I could not take my eyes away from it (it got my attention for sure). ████████████ sticks to what he knows and what works for him, period pieces. Not to mention Orlando Bloom ,who is seen for a split second looks fantastic. I think that this movie will be a hit, and will be seen over and over again my many people.
brandonsness	validation	Orlando Bloom	I have seen the trailer for this movie several times over, and I have to say that Ned Kelly looks like it is going to be a wonderful film. When I saw the trailer for the first time, I could not take my eyes away from it (it got my attention for sure). Heath Ledger sticks to what he knows and what works for him, period pieces. Not to mention █████████████ ,who is seen for a split second looks fantastic. I think that this movie will be a hit, and will be seen over and over again my many people.
brandonsness	validation	Steven Spielberg	this movie is such a moving, amazing piece of work. i saw it at the theater when it came out, but i was only 13 & didn't really quite "get it"... i saw it again when i was 20 (on video of course & i now own it) & was just blown away. ████████████████ created a wonderful movie that keeps you wrapped up in it from beginning to end. i have read the book as well, but there is just something about the movie that really brings it to life. the casting, acting, music, costuming, scenery, everything, it just wonderful. you laugh, you cry, you cheer... it brings out every emotion imaginable. it is one of his finest pieces of work & should not be missed!
brandonsness	validation	Robert DeNiro	This movie is a lot of fun. The actors really make the movie go the distance though. Without giving away the plot, I would describe it as a new Princess Bride cult favorite that should stand the test of time. You get to see a whole different side to █████████████ in this movie! (Worth the price of admission just for that!) All the elements are there from adventure to romance, and well placed comedy.<br /><br />People of all ages will enjoy it. (My parents even did!) Good special effects, may be scary for the little ones. Good date movie. Great for some escapism.<br /><br />Deserves an A. (Hope it does well at the box office)
brandonsness	validation	Mary Ellen-Trainor	Episode two of season one is a delightful holiday tale of love, betrayal,...and a homicidal, escaped lunatic dressed as Father Christmas.<br /><br />A woman (██████████████████)has just murdered her hubby on Christmas Eve for his life insurance. What begins as a perfect crime begins a struggle to survive as a deranged, Santa Clause suit wearing psychopath (Larry Drake, perfectly over the top) threatens her life...as well as her precious young daughters.<br /><br />This episode is warmly remembered by even those casually acquainted with the program. By the way,this particular reviewer watches it every Christmas on routine. Most notable for it's escalating suspense and narrative twists, And All Through The Houst is among Tales From The Crypt's best.
brandonsness	validation	Cary Grant	This movie is a little unusual in that it's got a very slim plot and the movie itself is done at a very slow and leisurely pace. While this makes it pretty different from the average Grant film, it is still highly watchable and entertaining. It's sort of like someone said "let's just follow Cary around and watch as he gets perturbed at all the little problems that come up when you are having a house rehabbed". Considering what a fun actor he is in the film and the great support he gets from Myrna Loy and Melvin Douglas, the film works very well. While the film has pretty modest pretensions, it makes the most of the material. It's a great film for ██████████ fans or for the whole family.
brandonsness	validation	Myrna Loy	This movie is a little unusual in that it's got a very slim plot and the movie itself is done at a very slow and leisurely pace. While this makes it pretty different from the average Grant film, it is still highly watchable and entertaining. It's sort of like someone said "let's just follow Cary around and watch as he gets perturbed at all the little problems that come up when you are having a house rehabbed". Considering what a fun actor he is in the film and the great support he gets from █████████ and Melvin Douglas, the film works very well. While the film has pretty modest pretensions, it makes the most of the material. It's a great film for Cary Grant fans or for the whole family.
brandonsness	validation	Melvin Douglas	This movie is a little unusual in that it's got a very slim plot and the movie itself is done at a very slow and leisurely pace. While this makes it pretty different from the average Grant film, it is still highly watchable and entertaining. It's sort of like someone said "let's just follow Cary around and watch as he gets perturbed at all the little problems that come up when you are having a house rehabbed". Considering what a fun actor he is in the film and the great support he gets from Myrna Loy and ██████████████, the film works very well. While the film has pretty modest pretensions, it makes the most of the material. It's a great film for Cary Grant fans or for the whole family.
brandonsness	validation	Eddie Murphy	Very funny film. Classic film funny ████████████ of the 80s. I saw when I was a child and I have a good memory. The classic irony of Murphy does not fail, the film is funny, well done. Murphy in the'80s made many films of action that represented for him a way to joke about everything that is dangerous. The result can only be appreciated by some but ii film from 1986 up to now have changed. The atmosphere for a movie of that time is good and the special effects are good for a film of the period. A nice movie to see and enjoy appreciating the taste of ironic Murphy, an actor who has recently disappeared. The final part is anthologies, the likable actor who plays the part of the Tibetan Monk. That's it.
brandonsness	validation	Jim Thompson	The first of two ████████████ adaptations released in 1990 (the other being the more well-known GRIFTERS), AFTER DARK has all of Thompson's hallmarks: dangerous women, the confidence game, and characters that are either not as dim as others suspect them of being, or not as harmless.<br /><br />Jason Patric is superb as a former boxer disqualified from the sport for life due to an incident in the ring (director James Foley uses RAGING BULL-esquire sequences to flesh out the back story) and the too-little-seen Rachel Ward also delivers a great performance. But Bruce Dern is the film's secret weapon: his sweet-talking grifter Uncle Bud subtly commands each of his scenes.<br /><br />there's almost no comic relief in this film, so watch it prepared to be sucked into the void.
brandonsness	validation	Bruce Dern	The first of two Jim Thompson adaptations released in 1990 (the other being the more well-known GRIFTERS), AFTER DARK has all of Thompson's hallmarks: dangerous women, the confidence game, and characters that are either not as dim as others suspect them of being, or not as harmless.<br /><br />Jason Patric is superb as a former boxer disqualified from the sport for life due to an incident in the ring (director James Foley uses RAGING BULL-esquire sequences to flesh out the back story) and the too-little-seen Rachel Ward also delivers a great performance. But ██████████ is the film's secret weapon: his sweet-talking grifter Uncle Bud subtly commands each of his scenes.<br /><br />there's almost no comic relief in this film, so watch it prepared to be sucked into the void.
brandonsness	validation	Victor McLaglen	███████████████'s performance is one of the finest in film history.<br /><br />I think we can all feel for "Gypo" because we've all struggled with what is right and what isn't and been wrong. This was one of the first art-house pictures to be released by a major American movie studio (RKO Radio Pictures).<br /><br />Joseph H. August's cinematography is at its very best here. However, August's stunning portion was mostly overlooked; he didn't receive the Oscar nomination he rightly deserved.<br /><br />This is a psychological drama, with thought, philosophy, sadness, all conveyed with as little words as possible.
brandonsness	validation	Maria Braun	███████████ is an extraordinary woman presented fully and very credibly, despite being so obtuse as to border on implausibility. She will do everything to make her marriage work, including shameless opportunism and sexual manipulation. And thus beneath the vicey exterior, she reveals a rather sweet value system. The film suffers from an abrupt and unexpected ending which afterwards feels wholly inadequate, with the convenience familiar from ending your school creative writing exercise with 'and then I woke up'. It is also book-ended at the other end with the most eccentric title sequence I've ever seen, but don't let any of that put you off.
brandonsness	validation	Errol Flynn	Just to mention one more thing about Gentleman Jim. I agree with all the assessments that make this among ███████████'s greatest outings in a career of great outings. I would think this role playing boxer Jim Corbett is more like his real personality than the swashbucklers he was typecast as. Flynn seemed like a party animal from his memoirs and was one guy whose real life was more exciting than his screen life. The extra thing I wanted to point out is notice the great montages, transitions, and still inserts that punctuate the film. Although the director was Raoul Walsh, a frequent collaborator with Flynn, with cinematographer Sid Hickox, the montages were made up by an up and coming editor named Don Siegel. I never knew Siegel went that far back but he's listed right in the credits. He would go on to a great career as action director himself.
brandonsness	validation	Marta Belengur	A woman, Mujar (██████████████) enters a restaurant one morning at &:35 unaware that a terrorist has kidnapped the people in said restaurant & is making them act out a musical number in this strange yet fascinating short film, which I only saw by finding it on the DVD of the director/writer's equally fascinating "Timecrimes". It had a fairly catchy song & it somehow brought a smile to my face despite the somber overall plot to the short. I'm glad that I stumbled across it (wasn't aware it would be an extra when I rented the DVD) and wouldn't hesitate at all to recommend it to all of my friends.<br /><br />My Grade: A-
brandonsness	validation	Vin Diesel	Sydney Lumet, although one of the oldest active directors, still got game! A few years ago he shot "Find me guilty", a proof to everyone that ██████████ can actually act, if he gets the opportunity and the right director. If he had retired after this movie (a true masterpiece in my eyes), no one could have blamed him. But he's still going strong, his next movie already announced for 2009.<br /><br />But let's stay with this movie right here. The cast list is incredible, their performance top notch. The little nuances in their performances, the "real" dialogue and/or situations that evolve throughout the movie are just amazing. The (time) structure of the movie, that keeps your toes the whole time, blending time-lines so seamlessly, that the editing seems natural/flawless. The story is heightened by that, although even in a "normal" time structure, it would've been at least a good movie (Drama/Thriller). I can only highly recommend it, the rest is up to you! :o)
brandonsness	validation	Steve McQueen	The only notable thing about this film is that it was █████████████'s first big starring role.<br /><br />McQueen's talent is undeveloped and raw but refreshingly honest in this campy little sci-fi horror piece. Steve shows himself as the anti-establishment, hot rod car loving actor who would become a polished icon of the film industry just five years hence.<br /><br />Later on, McQueen would say he hated this film and that "he was the blob". But everyone has to start somewhere and The Blob is cute, fresh and innocent. Would that we all had stayed that way.<br /><br />The plot is fast paced and although predictable, still an entertaining hour or so. And it's really fun to see Steve McQueen before he became The King of Kool (and Anita Corsaut before she became Andy Taylor's girlfriend). A close friend sent me the DVD a while back and it's a treasured addition to my Steve McQueen film collection.
brandonsness	validation	Anita Corsaut	The only notable thing about this film is that it was Steve McQueen's first big starring role.<br /><br />McQueen's talent is undeveloped and raw but refreshingly honest in this campy little sci-fi horror piece. Steve shows himself as the anti-establishment, hot rod car loving actor who would become a polished icon of the film industry just five years hence.<br /><br />Later on, McQueen would say he hated this film and that "he was the blob". But everyone has to start somewhere and The Blob is cute, fresh and innocent. Would that we all had stayed that way.<br /><br />The plot is fast paced and although predictable, still an entertaining hour or so. And it's really fun to see Steve McQueen before he became The King of Kool (and █████████████ before she became Andy Taylor's girlfriend). A close friend sent me the DVD a while back and it's a treasured addition to my Steve McQueen film collection.
brandonsness	validation	John Hickam	I loved October Sky. The thing I loved most had to be the music. It worked two ways: in the first hour of the film, it gives the viewer a time-frame. This is done by playing songs from the late Fifties. In the second hour, an instrumental score takes over. The music now fits the mood of the film perfectly.<br /><br />I did not only enjoy the music, I also quite enjoyed the cast. Jake Gyllenhaal as Homer Hickam was especially a surprise for me. He gave off a first-class performance, as did Chris Owen (Quentin) and Chris Cooper (███████████).<br /><br />I've seen this movie about escaping the life already laid out for you twice now, and both times I thoroughly enjoyed myself.
brandonsness	validation	Jake Gyllenhaal	I loved October Sky. The thing I loved most had to be the music. It worked two ways: in the first hour of the film, it gives the viewer a time-frame. This is done by playing songs from the late Fifties. In the second hour, an instrumental score takes over. The music now fits the mood of the film perfectly.<br /><br />I did not only enjoy the music, I also quite enjoyed the cast. ███████████████ as Homer Hickam was especially a surprise for me. He gave off a first-class performance, as did Chris Owen (Quentin) and Chris Cooper (John Hickam).<br /><br />I've seen this movie about escaping the life already laid out for you twice now, and both times I thoroughly enjoyed myself.
brandonsness	validation	Richard Thomas	I had never seen ██████████████ play a bad guy. I wasn't sure I would like him this way. And I wasn't sure he could pull it off. But this astounded me. He sent shivers up my spine and caused me to take a closer look at street people. The movie is engrossing and fast paced. Bruce Davison is convincing but all he can really play is a nice guy. The real talent here is Thomas. The ending was a little clumsy but perhaps that's the way real people would fight... If you are a Thomas fan you MUST see him here at his best being bad!
brandonsness	validation	Zeenat Aman	One must admit, that Dev has an eye for beauty and talent. He gave a break to ███████████, a successful model, and also former winner of beauty pageant's title, by casting her in a role, which was tailor-made for her debut. Her bespectacled , stoned look, and her swaying at the hypnotizing music, made her an instant darling of the viewers. This movie is a treat to the eyes, with it's scenic locales, ethnic people, those Buddha temples, and chirpy, naughty Mumtaz, who looks quite attractive, in her ethnic wear, and dancing skills. Dev is of course, adorable, and this is one of his commercially successful performance. Hare Rama manages to keep the interest going, with it's carefully written script, editing, and captivating music. Like Des Pardes, his another movie, Anand has handled the topic of youngsters falling in the habit of drug addiction, and the theory of them coming from disturbed families, and troubled childhood, is quite plausible. A good entertainer, this movie retains it's freshness till date !
brandonsness	validation	Crispen Glover	Is this your typical women in chains navy transport love story? Maybe, hell, you know how the formula works by now, pretty woman is introduced in to a picture, someone has to fall in love with her.<br /><br />I think this film does follow some typical story lines, but that doesn't say anything about the content. There are great scenes with ██████████████, Dennis Hopper, and Gary Busey, although short. Some things didn't make sense, such as the need to get in to random fights, but it is entertaining to watch, the fights were actually well done.<br /><br />This is definitely a comedy foremost, but it does have a lot of good feel to it. The humor is well balanced, you won't hurt your stomach on this, but you will keep a smile.<br /><br />There is a little bit of steamy action, so not one for the kids.
brandonsness	validation	Gary Busey	Is this your typical women in chains navy transport love story? Maybe, hell, you know how the formula works by now, pretty woman is introduced in to a picture, someone has to fall in love with her.<br /><br />I think this film does follow some typical story lines, but that doesn't say anything about the content. There are great scenes with Crispen Glover, Dennis Hopper, and ██████████, although short. Some things didn't make sense, such as the need to get in to random fights, but it is entertaining to watch, the fights were actually well done.<br /><br />This is definitely a comedy foremost, but it does have a lot of good feel to it. The humor is well balanced, you won't hurt your stomach on this, but you will keep a smile.<br /><br />There is a little bit of steamy action, so not one for the kids.
brandonsness	testing	Kim Novak	After you see Vertigo, then watch Bell, Book and Candle, made within months of each other.<br /><br />My second favorite █████████ film, with Picnic, coming in as third.<br /><br />All three performances are great, Vertigo, being the best, of all.<br /><br />They came to my nowhere Kansas Prairie town, near by, at Salina, Kansas in the 50s, to film, Picnic. <br /><br />Bell, Book and Candle's musical score, I believe is one of Alex North's. Perfect for this bit of comedy.<br /><br />After Vertigo, Stewart and Novak, did this comedy, how amusing to note the dramatic contrast.<br /><br />Worth your time, if you like Kim Novak. The Greta Garbo of my youth.
brandonsness	testing	Angelina Jolie	A delightfully unpretentious send up of Romeo and Juliet. Approach with no expectations other than having a good time and you will enjoy this one. A talented group of comic actors let go and have a riot in this light-hearted performers' vehicle. Bad reviews were due to a snobbishness about treatments of Shakespeare. Some people feel that all film must be "important" ---If you share those views, don't bother. The credits read "introducing" ██████████████, which is not even close to being true, but she is astoundingly beautiful as the Juliet character, and, as always, her acting is wonderful--- and, considering her age at the time, even her dialect is pretty good. Recreating this classic tale with feuding Italian families in the catering business in New York results in great fun. See it in the right frame of mind and you will laugh out loud.
brandonsness	testing	Stephane Rideau	███████████████ was already a star for his tour de force in "Wild Reeds," and he is one of France's biggest indie stars. In this film, he plays Cedric, a local boy who meets vacationing Mathieu (newcomer Jamie Elkaim, in a stunning, nuanced, ethereal performance) at the beach. Mathieu has a complex relationship with his ill mother, demanding aunt and sister (with whom he has a competitive relationship). Soon, the two are falling in love.<br /><br />The film's fractured narrative -- which is comprised of lengthy flash-backs, bits and pieces of the present, and real-time forward-movement into the future -- is a little daunting. Director Sebastien Lifshitz doesn't signal which time-period we are in, and the story line can be difficult to follow. But stick it out: The film's final 45 minutes are so engrossing that you won't be able to take your eyes off the screen. By turns heart-breaking and uplifting, this film ranks with "Beautiful Thing" as must-see cinema.
brandonsness	testing	Kevin Conroy	This Batman movie isn't quite as good as Batman mask of The Phantasm and Batman and Mr. Freeze subzero But it is still a good installment to the Batman cartoons I say it is equally good as Batman Beyond The Movie. This movie is good for all the same reasons The storyline is good not quite as good as the other one's but still pretty good it has lots of action in it The Cartoon effects are good The voice of actors are really good such as ████████████ as Batman/ Bruce Wayne, Tara Strong as Barbra Gordon, Efrem Zimbalist Jr., Eli Marienthal as Robin. The villains are good such as Kyra Sedgwick as Batwoman, David Ogden Stiers as The Pequin, Hector Elizondo as Bane. So I am sure you will not be disappointed with batman Mystery of The Batwomen. So make sure that you rent or buy batman Mystery of The Batwoman the movie because it is really good.<br /><br />Overall score: ******* out of ********** <br /><br />*** out of *****
brandonsness	testing	Adam Sandler	If you didn't enjoy this movie, either your dead, or you hate ████████████ or Don Cheadle.<br /><br />An Excellent cast, all of who gave good performances. This movie proved that Adam Sandler is good actor, despite what critics say. Adam Sandler is becoming a very well respected actor. It all started with his performance in Big Daddy, then he did a couple bad movies, then he broke through with terrific performance in 50 First Dates, The Longest Yard, then Click, and now Reign Over Me.<br /><br />Back to the movie. Adam Sandler plays a man who has lost everything. The closest thing to family he has are a mother-in-law and father-in-law. After his old college roommate (Cheadle) ran into him, he seems to turn his life around. I will say no more, because I do not want to ruin the movie, but I strongly recommend this movie. One of the best movies of 2007.
brandonsness	testing	Don Cheadle	If you didn't enjoy this movie, either your dead, or you hate Adam Sandler or ███████████.<br /><br />An Excellent cast, all of who gave good performances. This movie proved that Adam Sandler is good actor, despite what critics say. Adam Sandler is becoming a very well respected actor. It all started with his performance in Big Daddy, then he did a couple bad movies, then he broke through with terrific performance in 50 First Dates, The Longest Yard, then Click, and now Reign Over Me.<br /><br />Back to the movie. Adam Sandler plays a man who has lost everything. The closest thing to family he has are a mother-in-law and father-in-law. After his old college roommate (Cheadle) ran into him, he seems to turn his life around. I will say no more, because I do not want to ruin the movie, but I strongly recommend this movie. One of the best movies of 2007.
brandonsness	testing	Alec Guiness	I saw this movie only after hearing raves about it for years. Needless to say, the actual experience proved a bit anticlimactic. But still, ████████████ energetically leads a wonderful cast in a jolly, if formulaic, romp through industrial post-WWII England.<br /><br />This is the familiar tale of the woes of inventing the perfect everyday product. Remember the car that runs on water? Remember the promise of nuclear energy? In this case, it's a fabric that doesn't wear out, wrinkle, or even get dirty! Of course, fabric manufacturers and their workers are horrified at the prospect of being put out of business, and so the plot gets a bit thick.<br /><br />Guiness makes the whole enterprise worthwhile, and watching him blow up a factory research lab over and over again is quite a blast! (Those Brits ... always the stiff upper lip when under fire.) The film might chug along exactly like Guiness's goofy invention, but it's a good ride all the same.
brandonsness	testing	Henri Verneuil	██████████████ represented the commercial cinema in France from 1960-1980. Always strong at the box-office, and usually telling dramatic and suspenseful tales of casino robberies, mafia score-settling and World War II battles, Verneuil could be counted on to give us two solid hours of entertainment on Saturday night. He worked with the cream of the male actors of his day: Gabin, Belmondo, Fernandel, Delon, Sharif, Anthony Quinn. I... comme Icare is the only time he directed Yves Montand. It's an oddly static film, taking place mainly in offices and conference rooms, containing not one chase scene and hardly any violence.<br /><br />Montand gives a good performance, if somewhat dry, and he is well supported by the other actors. I couldn't help wondering what Costa-Gavras could have done with this story, on the basis of Z (the Lambrakis assassination) and L'aveu (the torture of Artur London in Czechoslovakia by Stalinists).
brandonsness	testing	Sam Mendes	A great gangster film.██████████ has directed this beautiful movie showing another father-son camaraderie.Brilliant star-cast leading with Tom Hanks(Michael Sullivan) has done a terrific job.Great acting by him again.He is an acting legend.Great acting too from Paul Newman,Jude Law and Daniel Craig.Casting is just too good.The plot is quite good.You will enjoy the movie.A great portrayal of the gangster of the 1930's.Set in the 1930's,this will surely stand out as the zenith of all gangster movies of that era.Soundtrack is pretty good an apt to the movie.A great flick in totality showing what a father does to protect his son.Way underrated for my liking.Deserved a fully deserved 10.
brandonsness	testing	Jude Law	A great gangster film.Sam Mendes has directed this beautiful movie showing another father-son camaraderie.Brilliant star-cast leading with Tom Hanks(Michael Sullivan) has done a terrific job.Great acting by him again.He is an acting legend.Great acting too from Paul Newman,████████ and Daniel Craig.Casting is just too good.The plot is quite good.You will enjoy the movie.A great portrayal of the gangster of the 1930's.Set in the 1930's,this will surely stand out as the zenith of all gangster movies of that era.Soundtrack is pretty good an apt to the movie.A great flick in totality showing what a father does to protect his son.Way underrated for my liking.Deserved a fully deserved 10.
Bhavana-parupalli	training	Stanley	███████ is great in this movie, she is delicate and strong at the same time. 
Bhavana-parupalli	training	John Albasiny	This film has a certain type of brilliance that not many films possess, █████████████ role in this film is 1st class and i had forgotten how good they were until now. 
Bhavana-parupalli	training	Walter Matthau	I am 14, so you probably would think I have never heard of So did ██████████████(this is the first time I've ever seen him perform). 
Bhavana-parupalli	training	Pollard	███████ looks suitably seedy for his role which pretty much sums up the unfulfilled early promise of his career, and everyone else plays it pretty straight ahead, I definitely recommend it as a rental, although some of the themes, which might have seemed a bit edgy in 1989.
Bhavana-parupalli	training	Dennis Leary	What a crime that two of them are already dead, It reminds me of the ████████████ joke about great musicians dying in kitchen fires while useless ones live forever. 
Bhavana-parupalli	training	Melvin Douglas	Considering what a fun actor he is in the film and the great support he gets from ██████████████, the film works very well.
Bhavana-parupalli	training	Robert Downey Jr	This is one of the best comedy ever ! The writing of this parody of soap is brilliant and the cast, well just look at the names of the cast and you will understand why it is so great, ████████████████ is perfect. 
Bhavana-parupalli	training	Sachin Dev Burman	Visuals adds to the mystery, glamour and other requirements of the story as it evolves, and to top it all, music by █████████████████ is unforgettable. 
Bhavana-parupalli	training	Rani Mukherjee	I love this movie very much i watched it over and over, I do not see why anyone would think this movie was not good I absolutely love her acting, ██████████████ ( i think thats how you spell her last name) she is very beautiful and my favorite actress ever!
Bhavana-parupalli	training	Jones	An imagination is a terrible thing to waste ... especially when you have talented actors, Writer/Director █████ wastes no time in siding the viewer with his protagonist. 
Bhavana-parupalli	training	Damon Runyon	I just want to add my two cents worth, and forgive me if I am repeating something that has already been posted, but I feel it is worth reminding people of the everloving genius of ████████████.
Bhavana-parupalli	training	Martin Ritt	Working-class romantic drama from director ███████████ is as unbelievable as they come, yet there are moments of pleasure due mostly to the charisma of stars. 
Bhavana-parupalli	training	Antonio	Personally, I think that the film was done very professionally, ███████ has absolutely lived his role to the end, and I must say that it is one of my favourite pictures.
Bhavana-parupalli	training	Milton Raskin	As the story in my family goes, my dad, █████████████, played the piano for the Dorsey band. 
Bhavana-parupalli	training	Ralph Bakshis	There seems to be only two types of reviews of this film on the net, those who hate it and curse █████████████ name and those love it and call it work of genious. 
Bhavana-parupalli	training	Gabriel Byrne	If you are used to seeing █████████████ in serious roles I recommend you take a look at this film. 
Bhavana-parupalli	training	Adam Sandler	If you did not enjoy this movie, either your dead, or you hate ████████████, this movie proved that he is good actor, despite what critics say. 
Bhavana-parupalli	training	Burt Reynolds	I may be wrong, but this is the last film where I considered █████████████ an actual actor, who transformed the role, and delivered a message.
Bhavana-parupalli	training	Steve Carell	By judging on the plot and cover art of the movie I was expecting a flat-out comedy, lots of laughs and unrealistic elements, but I guess I was wrong, ████████████ once again gave a great performance. 
Bhavana-parupalli	training	Paulie	The movie was about a little girl who owned a parrot of whom she named ██████, she had gotten separated from her by her parents because they thought it would be best for her.
Bhavana-parupalli	training	Sandra Dee Heidecke	I saw that when I was little and it was excellent, ███████████████████ was funny.
Bhavana-parupalli	training	Mr. Ripley	I watch this video every time I am having a bad or ""down"" day, and it always manages to make me see the great and brighter side of life, just like ██████████ did, even with his unbearable pain.
Bhavana-parupalli	training	Christopher Walken	I never saw this when I was a kid, so this was seen with fresh eyes, i had never heard of it and rented it for my 5 year old daughter the idea of ██████████████████ singing and dancing made me curious. 
Bhavana-parupalli	training	Roy Scheider	Great performances by ████████████ and the three ""bad guys"", the film is very easy to watch, the story is more of a yarn than a washing machine--instead of everything going around and around, it seems as though things just get worse as the plot thickens.
Bhavana-parupalli	training	Jill Sprecher	Blistering black comedy co-written by █████████████ (who also directed), ""Clockwatchers"" gives us a suffocating office setting so vivid and real I half-expected my own co-workers to show up in it. 
Bhavana-parupalli	training	Ashton Kutcher	Entering the theatre I knew nothing about the film except that a friend wanted to see it, I could not image ██████████████ in a serious role, but his performance truly exemplified his character. 
Bhavana-parupalli	training	Bebe Neuwirth	An extremely dark and brooding show with an excellent cast, glad to see █████████████ in a recurring role. 
Bhavana-parupalli	training	Gabin	█████ gives his usual excellent performance, the Technicolor photography on the print I saw was exquisite.
Bhavana-parupalli	training	Andy Clarke	I am not sure if ███████████ was an attempt to add a little humor or if he was supposed to just be a bumbling idiot, I thought the cinematography was excellent.
Bhavana-parupalli	training	Natilie Portman	I am flicking through and I came to this movie because I see ███████████████, I take interest. 
Bhavana-parupalli	training	Marina Zudina	If you enjoy suspense this movie has it, the fact that █████████████ portrays a mute adds to her haplessness and increases the suspense. 
Bhavana-parupalli	training	Yancy Butler	I just finished this movie and my only comment is ""OH! WOW!"", ████████████ as the female dance instructor.
Bhavana-parupalli	training	Patrick Stewart	Loved all the characters in it, especially the ones played by ███████████████, this is one of those films that I take out from time to time and always come away smiling after watching it.
Bhavana-parupalli	training	Barbara Bouchet	What a fun movie! To begin with, it is hard to go wrong with ███████████████ especially the wide-eyed innocent Bouchet as the guilt ridden woman fearing for her life.
Bhavana-parupalli	training	Jeff Smith	STMD! is one of the most fun and enjoyable low-budget films I have seen in quite some time, ██████████ (who also served as co-writer, cinematographer and editor) definitely shows his love of under-appreciated 80 horror films with this movie. 
Bhavana-parupalli	training	Dee Pollock	I truly enjoy films like this, which rely on the human element for suspense, ███████████ as an annoying grocery boy who sees something is wrong. 
Bhavana-parupalli	training	Rupert Grint	I was unsure what to expect from ""driving lessons""- unsure whether ████████████ could carry such a role, but within the first few minutes I was completely hooked. 
Bhavana-parupalli	training	Deneuve	This is one of the best films I have seen in the last years, ███████ shine as a naive plantation owner and she as an enigmatic trickster.
Bhavana-parupalli	training	Dev Anand	Performance by █████████ prove to be an asset to the film which has its screenplay worked out to the minutest detail.
Bhavana-parupalli	training	Yang Kipperbang	I must admit i was not expecting it to be as good as i remembered but a was pleasently suprised, ███████████████ is still as fantastic as i remember it when i was a 12 year old.
Bhavana-parupalli	training	Walter Brennan	Of course ██████████████ was great, I have purchased his DVD and I cannot wait to buy the upcoming DVD.
Bhavana-parupalli	training	Catherine Deneuve	I have slowly been collecting the films available on DVD of both █████████████████, She is so extraordinarily beautiful it is almost painful for us to watch. 
Bhavana-parupalli	training	Moon Jones	I love this movie, It is based on the story of his life, It is low-budget, but it is very good, the writer and director is ██████████. 
Bhavana-parupalli	training	Jason	█████ is epic in nature and belongs on any list of great cinematic achievements.
Bhavana-parupalli	training	Lydia Reed	I loved The Real Mc Coys (1957-1963) It is too bad that ██████████ has decided to be forgotten and not appear, she was excellent in the show. 
Bhavana-parupalli	training	Paul Giamatti	I might not have liked this as much as I do if it we are for █████████████, he is simply hilarious in this.
Bhavana-parupalli	training	Richard Crenna	I watched the McCoys reunion and was glad to see ██████████████, because I always watched the show growing up so when the TV said that there was going to be a reunion I was so excited.
Bhavana-parupalli	training	Harry Beaumont	Dance -- one of *four* films that ██████████████ directed in 1931 -- is barely 80 minutes long, yet its characters are well developed, its story never seems rushed, and despite its many twists in plot.
Bhavana-parupalli	training	William Haines	A lot of silent films do not hold my attention, ██████████████ is simply wonderful in this picture. 
Bhavana-parupalli	training	Vidor	Oh it is so cool to watch a Silent Classic once in while! director █████ is simply delightful and even makes a lengthy (at least for 1928) cameo as himself. 
Bhavana-parupalli	validation	Dylan	It is not a film about █████, it is much more interesting for it.
Bhavana-parupalli	validation	Matthau	This film is well cast, often silly and always funny, ███████ work their tag team magic to perfection. 
